"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","CONFLICT_STATUS","DATA_FEED","COUNT_STATUS_PER_FEED"
5,2020,,,"PENDING","PI_WE",7
5,2020,7,2020,"IGNORED","NG",2
5,2020,9,2020,"IGNORED","PI_ST",4
5,2020,9,2020,"MANUAL UPDATE","PI_ST",3
5,2020,6,2020,"MANUAL UPDATE","PI_ST",2
5,2020,8,2020,"MANUAL UPDATE","PI_SK",7
5,2020,9,2020,"IGNORED","PI_SK",4
5,2020,9,2020,"MANUAL UPDATE","PI_JS",6
5,2020,7,2020,"IGNORED","KR",1
5,2020,8,2020,"IGNORED","KR",3
5,2020,6,2020,"MANUAL UPDATE","PI_JS",3
5,2020,12,2020,"MANUAL UPDATE","PI_JS",1
5,2020,6,2020,"MANUAL UPDATE","DB",1
5,2020,5,2020,"IGNORED","VUT",3
5,2020,5,2020,"IGNORED","GEO",1
5,2020,6,2020,"IGNORED","PI_SM",4
5,2020,,,"PENDING","GHOST_VESSEL",1
5,2020,10,2020,"MANUAL UPDATE","PI_SK",1
5,2020,9,2020,"IGNORED","FRA",10
5,2020,10,2020,"MANUAL UPDATE","PLW",1
5,2020,7,2020,"MANUAL UPDATE","AMSA",1
5,2020,6,2020,"IGNORED","KR",2
5,2020,12,2020,"IGNORED","KR",1
6,2020,6,2020,"MANUAL UPDATE","LBR",2
6,2020,9,2020,"IGNORED","LBR",4
6,2020,,,"PENDING","LBR",1
6,2020,,,"PENDING","PI_AM",7
6,2020,,,"PENDING","BV",9
6,2020,6,2020,"MANUAL UPDATE","BV",3
6,2020,7,2020,"MANUAL UPDATE","NK",5
6,2020,9,2020,"IGNORED","AMSA",1
6,2020,9,2020,"MANUAL UPDATE","PI_WE",5
6,2020,9,2020,"IGNORED","PI_WE",7
6,2020,6,2020,"MANUAL UPDATE","PI_SK",4
6,2020,8,2020,"MANUAL UPDATE","TU",1
6,2020,9,2020,"IGNORED","NIS",1
6,2020,7,2020,"IGNORED","VN",1
6,2020,,,"PENDING","MHL",5
6,2020,6,2020,"MANUAL UPDATE","BK",1
6,2020,,,"PENDING","PI_SK",8
6,2020,8,2020,"IGNORED","PI_SK",2
6,2020,9,2020,"IGNORED","KR",7
6,2020,6,2020,"IGNORED","RS",1
6,2020,7,2020,"MANUAL UPDATE","AMSA",1
6,2020,7,2020,"IGNORED","PI_SK",1
6,2020,12,2020,"IGNORED","PI_SM",1
6,2020,7,2020,"IGNORED","PI_SM",1
6,2020,,,"PENDING","CM",3
6,2020,8,2020,"MANUAL UPDATE","KR",4
6,2020,12,2020,"MANUAL UPDATE","KR",1
6,2020,6,2020,"IGNORED","UKR",5
6,2020,12,2020,"MANUAL UPDATE","UKR",1
6,2020,,,"PENDING","VCT",2
6,2020,7,2020,"IGNORED","PI_GA",15
7,2020,7,2020,"MANUAL UPDATE","IR",1
7,2020,,,"PENDING","CS",48
7,2020,10,2020,"MANUAL UPDATE","NG",3
7,2020,7,2020,"MANUAL UPDATE","NG",4
7,2020,9,2020,"IGNORED","LBR",6
7,2020,10,2020,"IGNORED","LBR",1
7,2020,8,2020,"MANUAL UPDATE","LBR",1
7,2020,8,2020,"MANUAL UPDATE","IOM",1
7,2020,8,2020,"MANUAL UPDATE","PI_AM",4
7,2020,9,2020,"MANUAL UPDATE","PI_AM",3
7,2020,7,2020,"MANUAL UPDATE","KI",4
7,2020,7,2020,"IGNORED","TUR",10
7,2020,9,2020,"MANUAL UPDATE","TGO",1
7,2020,,,"PENDING","NB",3
7,2020,,,"PENDING","BV",45
7,2020,7,2020,"IGNORED VALUE","CS",10
7,2020,9,2020,"MANUAL UPDATE","PI_WE",6
7,2020,10,2020,"IGNORED","CS",9
7,2020,,,"PENDING","MHL",4
7,2020,7,2020,"IGNORED","VCT",2
7,2020,7,2020,"MANUAL UPDATE","PI_JS",1
7,2020,9,2020,"IGNORED","PI_JS",2
7,2020,11,2020,"MANUAL UPDATE","PI_JS",2
7,2020,11,2020,"IGNORED","CYP",2
7,2020,7,2020,"IGNORED","PI_ST",17
7,2020,10,2020,"IGNORED","PI_ST",5
7,2020,9,2020,"IGNORED","PI_ST",10
7,2020,9,2020,"MANUAL UPDATE","PI_ST",5
7,2020,7,2020,"IGNORED","PH",2
7,2020,7,2020,"IGNORED","PR",1
7,2020,9,2020,"IGNORED","UKR",1
7,2020,8,2020,"MANUAL UPDATE","PI_SK",2
7,2020,10,2020,"IGNORED","MHL",1
7,2020,9,2020,"MANUAL UPDATE","PI_SM",5
7,2020,8,2020,"MANUAL UPDATE","PI_SM",4
7,2020,12,2020,"IGNORED","AMSA",1
7,2020,9,2020,"IGNORED","GIBSONS",3
7,2020,8,2020,"MANUAL UPDATE","BLACKSEA",1
7,2020,9,2020,"MANUAL UPDATE","VCT",1
8,2020,,,"PENDING","VUT",2
8,2020,9,2020,"IGNORED","KI",2
8,2020,8,2020,"IGNORED","PI_AM",8
8,2020,8,2020,"IGNORED","PI_SK",40
8,2020,10,2020,"MANUAL UPDATE","BV",12
8,2020,11,2020,"IGNORED","LBR",1
8,2020,10,2020,"IGNORED","KR",4
8,2020,9,2020,"IGNORED","KP",13
8,2020,,,"PENDING","BLACKSEA",23
8,2020,9,2020,"IGNORED","BLACKSEA",29
8,2020,8,2020,"IGNORED","BLACKSEA",15
8,2020,12,2020,"IGNORED","TGO",1
8,2020,9,2020,"MANUAL UPDATE","TGO",1
8,2020,8,2020,"MANUAL UPDATE","TGO",1
8,2020,10,2020,"MANUAL UPDATE","NK",5
8,2020,10,2020,"MANUAL UPDATE","PI_WE",6
8,2020,8,2020,"IGNORED","PH",21
8,2020,8,2020,"MANUAL UPDATE","PH",5
8,2020,8,2020,"IGNORED","UKR",12
8,2020,8,2020,"MANUAL UPDATE","PI_JS",2
8,2020,12,2020,"IGNORED","PI_JS",1
8,2020,8,2020,"MANUAL UPDATE","PI_ST",1
8,2020,8,2020,"IGNORED","PLW",5
8,2020,8,2020,"IGNORED","VCT",4
8,2020,8,2020,"IGNORED","RS",1
8,2020,9,2020,"IGNORED","VDM",9
9,2020,9,2020,"IGNORED","BV",63
9,2020,9,2020,"IGNORED","PI_WE",28
9,2020,9,2020,"IGNORED","RINA",30
9,2020,,,"PENDING","CS",60
9,2020,9,2020,"MANUAL UPDATE","PI_AM",6
9,2020,10,2020,"IGNORED","AMSA",1
9,2020,10,2020,"MANUAL UPDATE","BV",35
9,2020,10,2020,"IGNORED","LBR",8
9,2020,9,2020,"MANUAL UPDATE","LBR",5
9,2020,11,2020,"IGNORED","PI_SM",5
9,2020,10,2020,"IGNORED","TGO",1
9,2020,10,2020,"IGNORED","BLACKSEA",23
9,2020,10,2020,"IGNORED","PI_WE",15
9,2020,,,"PENDING","PI_WE",37
9,2020,10,2020,"MANUAL UPDATE","PI_SC",16
9,2020,9,2020,"IGNORED","PI_SC",16
9,2020,9,2020,"IGNORED VALUE","PI_SC",1
9,2020,10,2020,"IGNORED","MHL",3
9,2020,11,2020,"IGNORED","CUW",1
9,2020,10,2020,"MANUAL UPDATE","CUW",1
9,2020,,,"PENDING","VN",14
9,2020,10,2020,"MANUAL UPDATE","VN",4
9,2020,11,2020,"MANUAL UPDATE","RINA",1
9,2020,12,2020,"MANUAL UPDATE","RINA",3
9,2020,9,2020,"MANUAL UPDATE","RINA",4
9,2020,12,2020,"MANUAL UPDATE","PI_BR",2
9,2020,9,2020,"MANUAL UPDATE","PI_JS",4
9,2020,12,2020,"MANUAL UPDATE","PI_JS",2
9,2020,10,2020,"IGNORED","GIBSONS",1
9,2020,,,"PENDING","PH",8
9,2020,12,2020,"IGNORED","PH",1
9,2020,11,2020,"IGNORED","PI_SK",2
9,2020,9,2020,"MANUAL UPDATE","PI_SK",1
9,2020,10,2020,"MANUAL UPDATE","DB",3
9,2020,12,2020,"MANUAL UPDATE","TGO",2
9,2020,10,2020,"MANUAL UPDATE","NG",15
9,2020,11,2020,"IGNORED","NG",22
9,2020,10,2020,"IGNORED VALUE","NG",11
9,2020,9,2020,"IGNORED VALUE","NG",1
10,2020,10,2020,"IGNORED","LBR",25
10,2020,10,2020,"IGNORED","KR",10
10,2020,,,"PENDING","BV",101
10,2020,11,2020,"IGNORED","BV",7
10,2020,,,"PENDING","AMSA",10
10,2020,,,"PENDING","PI_SK",43
10,2020,,,"PENDING","UKR",3
10,2020,10,2020,"IGNORED VALUE","TUR",1
10,2020,11,2020,"IGNORED VALUE","TUR",1
10,2020,11,2020,"MANUAL UPDATE","NK",4
10,2020,10,2020,"MANUAL UPDATE","CM",1
10,2020,,,"PENDING","PH",3
10,2020,10,2020,"IGNORED","PI_JS",6
10,2020,10,2020,"IGNORED","KI",19
10,2020,10,2020,"IGNORED","TUV",2
10,2020,11,2020,"MANUAL UPDATE","PI_JS",3
10,2020,12,2020,"IGNORED","PI_JS",2
10,2020,,,"PENDING","ECU",20
10,2020,12,2020,"IGNORED","VDM",20
10,2020,12,2020,"IGNORED","PR",12
10,2020,11,2020,"IGNORED","KI",6
10,2020,,,"PENDING","RINA",44
10,2020,12,2020,"IGNORED","RINA",6
10,2020,10,2020,"IGNORED","VN",2
10,2020,10,2020,"IGNORED","BHR",1
10,2020,11,2020,"IGNORED","PI_SM",2
10,2020,12,2020,"IGNORED","AMSA",3
10,2020,10,2020,"IGNORED","GIBSONS",5
10,2020,,,"PENDING","KP",9
10,2020,12,2020,"MANUAL UPDATE","KP",4
11,2020,11,2020,"MANUAL UPDATE","PI_AM",4
11,2020,1,2021,"MANUAL UPDATE","PI_AM",1
11,2020,11,2020,"IGNORED","PI_AM",5
11,2020,,,"PENDING","CS",76
11,2020,1,2021,"IGNORED","LBR",1
11,2020,12,2020,"MANUAL UPDATE","KI",5
11,2020,,,"PENDING","IOM",3
11,2020,11,2020,"IGNORED","MHL",14
11,2020,11,2020,"IGNORED","PI_SM",7
11,2020,11,2020,"IGNORED","PI_SK",11
11,2020,12,2020,"IGNORED","NB",3
11,2020,11,2020,"IGNORED","TUR",3
11,2020,,,"PENDING","NK",36
11,2020,12,2020,"MANUAL UPDATE","PLW",5
11,2020,12,2020,"IGNORED","GIBSONS",1
11,2020,12,2020,"IGNORED","PI_BR",59
11,2020,12,2020,"IGNORED VALUE","PI_BR",20
11,2020,1,2021,"IGNORED","PI_BR",1
11,2020,,,"PENDING","OFAC",1
12,2020,12,2020,"IGNORED","RINA",21
12,2020,,,"PENDING","PI_SK",43
12,2020,12,2020,"IGNORED","COK",3
12,2020,12,2020,"IGNORED VALUE","TUR",1
12,2020,1,2021,"IGNORED","PI_WE",1
12,2020,12,2020,"MANUAL UPDATE","PI_SC",4
12,2020,,,"PENDING","MHL",36
12,2020,12,2020,"IGNORED","ML",1
12,2020,,,"PENDING","MLT",14
12,2020,,,"PENDING","DMA",4
12,2020,1,2021,"MANUAL UPDATE","LR",5
12,2020,1,2021,"IGNORED","PI_SK",1
12,2020,1,2021,"IGNORED","MHL",1
12,2020,,,"PENDING","GEO",19
1,2021,1,2021,"IGNORED","TU",1
1,2021,1,2021,"IGNORED","KR",15
1,2021,,,"PENDING","PI_SC",4
1,2021,1,2021,"MANUAL UPDATE","MHL",19
1,2021,1,2021,"IGNORED","VUT",2
1,2021,1,2021,"MANUAL UPDATE","AMSA",5
1,2021,1,2021,"MANUAL UPDATE","PI_SK",10
1,2021,1,2021,"MANUAL UPDATE","LR",28
1,2021,1,2021,"IGNORED","MLT",4
1,2021,1,2021,"IGNORED VALUE","MLT",1
1,2021,1,2021,"IGNORED VALUE","PI_SM",17
1,2021,1,2021,"IGNORED","PLW",5
1,2021,2,2021,"IGNORED","BLZ",1
2,2021,2,2021,"MANUAL UPDATE","UKR",1
2,2021,2,2021,"MANUAL UPDATE","PI_BM",2
2,2021,2,2021,"MANUAL UPDATE","PI_SC",18
2,2021,2,2021,"IGNORED","PI_SC",12
2,2021,2,2021,"IGNORED","MHL",15
2,2021,2,2021,"MANUAL UPDATE","IOM",2
2,2021,2,2021,"IGNORED","KR",12
2,2021,2,2021,"IGNORED VALUE","BV",6
2,2021,2,2021,"MANUAL UPDATE","NG",51
2,2021,2,2021,"MANUAL UPDATE","KR",4
2,2021,,,"PENDING","KR",30
2,2021,,,"PENDING","CYP",55
2,2021,2,2021,"MANUAL UPDATE","PI_ST",2
2,2021,2,2021,"IGNORED","VCT",1
2,2021,2,2021,"MANUAL UPDATE","VN",1
2,2021,,,"PENDING","HRV",14
2,2021,,,"PENDING","HV",3
1,2020,1,2020,"IGNORED","PI_ST",25
1,2020,1,2020,"IGNORED","KNA",2
1,2020,9,2020,"MANUAL UPDATE","PI_AM",1
1,2020,8,2020,"MANUAL UPDATE","PI_GA",3
1,2020,7,2020,"IGNORED","PI_GA",1
1,2020,,,"PENDING","HRV",14
1,2020,4,2020,"MANUAL UPDATE","ML",2
1,2020,1,2020,"MANUAL UPDATE","LBR",4
1,2020,4,2020,"IGNORED","LBR",1
1,2020,9,2020,"IGNORED","LBR",2
1,2020,4,2020,"MANUAL UPDATE","VCT",3
1,2020,1,2020,"MANUAL UPDATE","BV",18
1,2020,,,"PENDING","BV",10
1,2020,3,2020,"IGNORED","DB",3
1,2020,,,"PENDING","DMA",1
1,2020,7,2020,"IGNORED","BV",1
1,2020,1,2020,"IGNORED","CS",28
1,2020,3,2020,"IGNORED","GEO",15
1,2020,3,2020,"IGNORED","PI_WE",23
1,2020,4,2020,"IGNORED","PI_WE",12
1,2020,12,2020,"MANUAL UPDATE","PI_WE",2
1,2020,9,2020,"MANUAL UPDATE","PI_WE",1
1,2020,9,2020,"IGNORED","CS",5
1,2020,9,2020,"IGNORED","IR",2
1,2020,3,2020,"MANUAL UPDATE","IR",1
1,2020,3,2020,"IGNORED","NK",9
1,2020,3,2020,"MANUAL UPDATE","PI_JS",8
1,2020,1,2020,"IGNORED VALUE","NK",2
1,2020,1,2020,"MANUAL UPDATE","NIS",4
1,2020,3,2020,"MANUAL UPDATE","KR",17
1,2020,2,2020,"MANUAL UPDATE","MHL",5
1,2020,9,2020,"IGNORED","NG",1
1,2020,8,2020,"MANUAL UPDATE","VUT",1
1,2020,8,2020,"IGNORED","VUT",1
1,2020,1,2020,"IGNORED","LUX",2
1,2020,4,2020,"IGNORED","RINA",2
1,2020,3,2020,"MANUAL UPDATE","PI_SM",10
1,2020,9,2020,"MANUAL UPDATE","PI_SM",1
1,2020,,,"PENDING","BLZ",4
1,2020,1,2020,"MANUAL UPDATE","BLZ",1
1,2020,7,2020,"IGNORED","COK",1
1,2020,5,2020,"MANUAL UPDATE","PLW",1
1,2020,1,2020,"IGNORED","PI_KO",1
2,2020,,,"PENDING","PI_AM",10
2,2020,11,2020,"MANUAL UPDATE","PI_AM",1
2,2020,8,2020,"IGNORED","PI_AM",1
2,2020,2,2020,"IGNORED","BV",96
2,2020,2,2020,"IGNORED","RINA",62
2,2020,4,2020,"IGNORED","BV",2
2,2020,2,2020,"IGNORED","PH",12
2,2020,2,2020,"IGNORED","RS",6
2,2020,3,2020,"MANUAL UPDATE","MHL",11
2,2020,5,2020,"IGNORED","LBR",1
2,2020,10,2020,"MANUAL UPDATE","PI_WE",1
2,2020,4,2020,"IGNORED","CS",2
2,2020,2,2020,"IGNORED","CYP",6
2,2020,5,2020,"IGNORED","NIS",1
2,2020,2,2020,"IGNORED","AMSA",5
2,2020,2,2020,"IGNORED","NB",3
2,2020,2,2020,"IGNORED","CAN",5
2,2020,2,2020,"IGNORED","VZ",2
2,2020,3,2020,"IGNORED","TUR",22
2,2020,10,2020,"MANUAL UPDATE","TUR",1
2,2020,4,2020,"MANUAL UPDATE","CYP",1
2,2020,9,2020,"MANUAL UPDATE","PLW",1
2,2020,2,2020,"IGNORED","VCT",1
2,2020,2,2020,"MANUAL UPDATE","TGO",2
2,2020,4,2020,"IGNORED","PI_ST",21
2,2020,9,2020,"IGNORED","PI_ST",3
2,2020,2,2020,"IGNORED","ML",1
2,2020,5,2020,"IGNORED","PI_SM",1
2,2020,4,2020,"IGNORED","HRV",1
2,2020,4,2020,"MANUAL UPDATE","IR",2
3,2020,3,2020,"IGNORED","TUV",7
3,2020,3,2020,"IGNORED","PI_ST",50
3,2020,3,2020,"IGNORED","KI",55
3,2020,3,2020,"IGNORED","BV",158
3,2020,3,2020,"IGNORED","RINA",32
3,2020,3,2020,"MANUAL UPDATE","VCT",3
3,2020,8,2020,"MANUAL UPDATE","PI_AM",1
3,2020,3,2020,"IGNORED","LBR",51
3,2020,7,2020,"IGNORED","LBR",1
3,2020,5,2020,"IGNORED","BV",6
3,2020,,,"PENDING","BV",21
3,2020,4,2020,"MANUAL UPDATE","BV",14
3,2020,4,2020,"IGNORED","BV",5
3,2020,,,"PENDING","IR",2
3,2020,3,2020,"MANUAL UPDATE","IR",1
3,2020,8,2020,"IGNORED","PI_JS",1
3,2020,3,2020,"MANUAL UPDATE","IOM",4
3,2020,5,2020,"IGNORED","TUR",1
3,2020,3,2020,"MANUAL UPDATE","COK",1
3,2020,3,2020,"MANUAL UPDATE","PI_GA",2
3,2020,3,2020,"IGNORED","RS",4
3,2020,9,2020,"IGNORED","KR",3
3,2020,3,2020,"IGNORED","PH",8
3,2020,4,2020,"IGNORED","CS",1
3,2020,8,2020,"MANUAL UPDATE","NG",15
3,2020,7,2020,"MANUAL UPDATE","PI_ST",1
3,2020,3,2020,"MANUAL UPDATE","NG",13
3,2020,9,2020,"IGNORED","NG",4
3,2020,3,2020,"IGNORED","DB",16
3,2020,4,2020,"IGNORED","BK",1
3,2020,3,2020,"IGNORED","GIB",1
3,2020,3,2020,"MANUAL UPDATE","PI_SM",2
3,2020,3,2020,"IGNORED","GIBSONS",1
3,2020,5,2020,"IGNORED","NG",2
3,2020,9,2020,"MANUAL UPDATE","MHL",2
3,2020,7,2020,"MANUAL UPDATE","MHL",1
3,2020,9,2020,"IGNORED","MHL",1
4,2020,4,2020,"IGNORED","VCT",11
4,2020,6,2020,"MANUAL UPDATE","NK",8
4,2020,9,2020,"IGNORED","BLACKSEA",18
4,2020,4,2020,"IGNORED","PLW",6
4,2020,6,2020,"IGNORED","BV",9
4,2020,9,2020,"MANUAL UPDATE","BV",5
4,2020,10,2020,"MANUAL UPDATE","BV",1
4,2020,8,2020,"IGNORED","AMSA",1
4,2020,4,2020,"IGNORED","GIB",1
4,2020,5,2020,"IGNORED","PI_WE",8
4,2020,6,2020,"MANUAL UPDATE","MHL",2
4,2020,9,2020,"IGNORED","VDM",3
4,2020,7,2020,"IGNORED","VDM",1
4,2020,,,"PENDING","IR",3
4,2020,8,2020,"IGNORED","IR",2
4,2020,5,2020,"IGNORED","IR",2
4,2020,11,2020,"IGNORED","VN",1
4,2020,5,2020,"MANUAL UPDATE","PI_ST",4
4,2020,8,2020,"IGNORED","KR",1
4,2020,7,2020,"MANUAL UPDATE","PI_SK",13
4,2020,8,2020,"MANUAL UPDATE","TGO",2
4,2020,6,2020,"IGNORED","PI_GA",58
4,2020,6,2020,"MANUAL UPDATE","PI_GA",12
4,2020,6,2020,"IGNORED","KNA",2
4,2020,4,2020,"IGNORED","CS",8
4,2020,9,2020,"IGNORED","PI_SM",7
4,2020,,,"PENDING","HRV",7
4,2020,5,2020,"IGNORED","KP",64
5,2020,5,2020,"IGNORED","NG",32
5,2020,5,2020,"IGNORED","GRC",4
5,2020,6,2020,"MANUAL UPDATE","LBR",5
5,2020,8,2020,"IGNORED","LBR",1
5,2020,5,2020,"IGNORED","PI_WE",11
5,2020,,,"PENDING","BV",28
5,2020,7,2020,"MANUAL UPDATE","BV",3
5,2020,11,2020,"MANUAL UPDATE","TUR",1
5,2020,8,2020,"IGNORED","TUR",2
5,2020,9,2020,"IGNORED","PI_WE",4
5,2020,,,"PENDING","PI_ST",5
5,2020,,,"PENDING","NK",4
5,2020,7,2020,"IGNORED","AMSA",1
5,2020,9,2020,"MANUAL UPDATE","AMSA",1
5,2020,9,2020,"IGNORED","KR",2
5,2020,,,"PENDING","BLACKSEA",1
5,2020,,,"PENDING","PI_SM",13
5,2020,7,2020,"MANUAL UPDATE","PI_SM",1
5,2020,6,2020,"MANUAL UPDATE","CS",12
5,2020,12,2020,"IGNORED","CS",1
5,2020,,,"PENDING","FRA",2
5,2020,,,"PENDING","PLW",3
5,2020,8,2020,"MANUAL UPDATE","AMSA",2
5,2020,,,"PENDING","VCT",4
6,2020,8,2020,"IGNORED","LBR",8
6,2020,9,2020,"MANUAL UPDATE","MHL",15
6,2020,6,2020,"IGNORED","BV",37
6,2020,10,2020,"IGNORED","BV",1
6,2020,7,2020,"IGNORED","BLACKSEA",14
6,2020,8,2020,"MANUAL UPDATE","MLT",2
6,2020,6,2020,"IGNORED VALUE","TUR",1
6,2020,9,2020,"IGNORED","NK",2
6,2020,9,2020,"IGNORED","PI_JS",2
6,2020,6,2020,"IGNORED","PI_JS",6
6,2020,6,2020,"IGNORED","PI_WE",14
6,2020,6,2020,"IGNORED","TU",2
6,2020,6,2020,"IGNORED","PI_ST",41
6,2020,,,"PENDING","PI_ST",13
6,2020,6,2020,"IGNORED","BK",1
6,2020,9,2020,"IGNORED","KI",275
6,2020,8,2020,"MANUAL UPDATE","PI_SM",4
6,2020,9,2020,"IGNORED","GIBSONS",1
6,2020,9,2020,"IGNORED","CS",3
6,2020,8,2020,"IGNORED","ML",1
6,2020,6,2020,"IGNORED","COK",2
6,2020,9,2020,"IGNORED","UKR",5
6,2020,,,"PENDING","UKR",153
6,2020,12,2020,"IGNORED","UKR",1
6,2020,11,2020,"IGNORED","UKR",6
6,2020,7,2020,"IGNORED","MHL",1
6,2020,7,2020,"IGNORED","VCT",1
6,2020,9,2020,"IGNORED","PI_GA",10
7,2020,,,"PENDING","IR",3
7,2020,7,2020,"IGNORED","BLZ",2
7,2020,7,2020,"MANUAL UPDATE","LBR",4
7,2020,9,2020,"MANUAL UPDATE","IB",2
7,2020,7,2020,"MANUAL UPDATE","IOM",1
7,2020,10,2020,"IGNORED","PI_AM",7
7,2020,7,2020,"IGNORED","GRC",2
7,2020,10,2020,"IGNORED","BV",4
7,2020,9,2020,"MANUAL UPDATE","CS",8
7,2020,10,2020,"MANUAL UPDATE","PI_SK",3
7,2020,7,2020,"MANUAL UPDATE","TUR",1
7,2020,7,2020,"MANUAL UPDATE","PI_WE",10
7,2020,8,2020,"IGNORED","NK",7
7,2020,8,2020,"IGNORED","CUW",1
7,2020,7,2020,"IGNORED","COK",3
7,2020,,,"PENDING","VUT",4
7,2020,10,2020,"IGNORED","CYP",3
7,2020,7,2020,"IGNORED","LUX",1
7,2020,10,2020,"IGNORED","AMSA",2
7,2020,8,2020,"IGNORED","UKR",2
7,2020,8,2020,"IGNORED","PI_GA",3
7,2020,8,2020,"MANUAL UPDATE","MLT",2
7,2020,7,2020,"IGNORED","RS",2
7,2020,11,2020,"IGNORED","VCT",1
7,2020,8,2020,"MANUAL UPDATE","VCT",1
7,2020,,,"PENDING","VCT",5
8,2020,,,"PENDING","IOM",2
8,2020,9,2020,"MANUAL UPDATE","BV",25
8,2020,10,2020,"IGNORED","BV",4
8,2020,12,2020,"IGNORED","CS",5
8,2020,,,"PENDING","LBR",14
8,2020,10,2020,"MANUAL UPDATE","LBR",4
8,2020,8,2020,"IGNORED","LBR",32
8,2020,8,2020,"MANUAL UPDATE","LBR",4
8,2020,,,"PENDING","MHL",15
8,2020,8,2020,"IGNORED VALUE","PI_AM",1
8,2020,8,2020,"MANUAL UPDATE","AMSA",2
8,2020,8,2020,"IGNORED","PI_GA",33
8,2020,11,2020,"IGNORED","TUR",2
8,2020,10,2020,"MANUAL UPDATE","TUR",1
8,2020,8,2020,"IGNORED","DB",4
8,2020,12,2020,"MANUAL UPDATE","MLT",1
8,2020,8,2020,"IGNORED","MLT",5
8,2020,11,2020,"IGNORED","PI_WE",5
8,2020,12,2020,"IGNORED","PI_WE",4
8,2020,9,2020,"IGNORED","PH",31
8,2020,9,2020,"MANUAL UPDATE","KR",7
8,2020,,,"PENDING","KR",2
8,2020,,,"PENDING","PI_ST",29
8,2020,,,"PENDING","PLW",8
8,2020,9,2020,"MANUAL UPDATE","PLW",2
8,2020,8,2020,"MANUAL UPDATE","PLW",1
8,2020,12,2020,"IGNORED","GIBSONS",1
8,2020,,,"PENDING","RINA",58
9,2020,9,2020,"IGNORED","MHL",46
9,2020,9,2020,"IGNORED","PI_JS",9
9,2020,9,2020,"IGNORED","CS",71
9,2020,9,2020,"IGNORED","PH",13
9,2020,12,2020,"IGNORED","PI_AM",1
9,2020,11,2020,"MANUAL UPDATE","CS",4
9,2020,1,2021,"IGNORED","VCT",1
9,2020,9,2020,"MANUAL UPDATE","VCT",1
9,2020,11,2020,"IGNORED","IR",1
9,2020,9,2020,"MANUAL UPDATE","IR",1
9,2020,9,2020,"IGNORED","BLACKSEA",13
9,2020,10,2020,"MANUAL UPDATE","PI_SM",5
9,2020,9,2020,"MANUAL UPDATE","CS",3
9,2020,10,2020,"MANUAL UPDATE","KI",5
9,2020,9,2020,"MANUAL UPDATE","PI_WE",5
9,2020,12,2020,"MANUAL UPDATE","PI_WE",4
9,2020,10,2020,"IGNORED","PI_SK",5
9,2020,10,2020,"MANUAL UPDATE","NK",4
9,2020,1,2021,"IGNORED VALUE","PI_SC",2
9,2020,12,2020,"MANUAL UPDATE","PI_SC",7
9,2020,,,"PENDING","MHL",13
9,2020,9,2020,"IGNORED","VCT",1
9,2020,12,2020,"IGNORED","GIB",1
9,2020,12,2020,"IGNORED","PI_SK",5
9,2020,11,2020,"MANUAL UPDATE","MHL",4
9,2020,,,"PENDING","RINA",17
9,2020,,,"PENDING","DMA",3
9,2020,9,2020,"IGNORED","LUX",1
9,2020,,,"PENDING","PLW",3
9,2020,,,"PENDING","VUT",3
9,2020,10,2020,"IGNORED","PI_JS",3
9,2020,11,2020,"IGNORED","PH",2
9,2020,10,2020,"MANUAL UPDATE","VCT",2
10,2020,10,2020,"MANUAL UPDATE","BV",14
10,2020,,,"PENDING","PI_AM",28
10,2020,1,2021,"MANUAL UPDATE","BV",2
10,2020,10,2020,"MANUAL UPDATE","MHL",7
10,2020,,,"PENDING","PI_BM",644
10,2020,11,2020,"MANUAL UPDATE","MHL",4
10,2020,,,"PENDING","NK",32
10,2020,12,2020,"IGNORED","NK",5
10,2020,,,"PENDING","COK",26
10,2020,11,2020,"IGNORED","PH",3
10,2020,12,2020,"MANUAL UPDATE","KR",6
10,2020,12,2020,"IGNORED","LBR",13
10,2020,,,"PENDING","PI_ST",21
10,2020,12,2020,"IGNORED","PI_ST",2
10,2020,10,2020,"IGNORED","MHL",19
10,2020,12,2020,"IGNORED","PLW",1
10,2020,11,2020,"MANUAL UPDATE","PLW",2
10,2020,,,"PENDING","PR",198
10,2020,10,2020,"MANUAL UPDATE","PR",2
10,2020,11,2020,"IGNORED VALUE","KI",24
10,2020,10,2020,"IGNORED","GEO",5
10,2020,12,2020,"IGNORED","BLACKSEA",41
10,2020,11,2020,"IGNORED","GIBSONS",9
10,2020,,,"PENDING","GIBSONS",6
10,2020,1,2021,"MANUAL UPDATE","PI_SK",1
10,2020,11,2020,"IGNORED","KP",1
11,2020,12,2020,"MANUAL UPDATE","PI_SK",5
11,2020,,,"PENDING","PI_BM",46
11,2020,12,2020,"MANUAL UPDATE","PI_SC",4
11,2020,11,2020,"MANUAL UPDATE","PI_SC",2
11,2020,12,2020,"IGNORED","PI_SC",1
11,2020,,,"PENDING","DMA",4
11,2020,11,2020,"MANUAL UPDATE","NK",2
11,2020,11,2020,"IGNORED","MLT",4
11,2020,12,2020,"MANUAL UPDATE","PI_BM",7
11,2020,,,"PENDING","KR",19
11,2020,,,"PENDING","PI_ST",16
11,2020,12,2020,"MANUAL UPDATE","BK",1
11,2020,11,2020,"IGNORED","CUW",2
